ID,Start time,Completion time,Email,Name,Last modified time,Question,Please select the appropriate consent statement below.,How do you usually ride your skateboard?,"With which foot forward do you do your highest ollies on a skateboard?
","When you skate an obstacle with transition like a bowl or a half-pipe, which foot forward feels most comfortable?
",What foot forward do you feel the most safe riding fast down a hill on a skateboard?,"When you snowboard, which foot forward do you feel most comfortable carving down the mountain with?
","When you surf, which foot forward do you feel most comfortable when you ride a wave?
",Almost all of my friends (more than 90%) share my same stance.,"One or more of my parents share my same stance when they skateboard, snowboard, and/or surf.
","My favorite skateboarder has the same stance as me.
","I started skateboarding with a different stance than the one I have now.
","In recent memory, I recall seeing skateboarding magazine ads or online posts in skate-
boarding, and I have tried to figure out what stance they are.","I have the same stance whether I skate any obstacle, snowboard any hill, or surf any wave.","Usually, when you write with a pen or pencil, which hand do you use?","Usually, when you throw a ball, which hand do you use?
","Which hand do you feel more control when swinging a hammer?
","Usually, when you kick a ball into a goal, which foot do you use?
","Usually, when you sweep a floor from the side, which foot seems more naturally in front?
","If you were to step on a guitar pedal, which foot would you use?
","To stand on a chair, which foot do you use to get up on the chair?
",Take a moment to test your preferred eye. 1) Stretch your arms out in front of you and 2) with your hands make an O shaped hole and 3) line up the O shaped hole to frame an object. Which eye do yo...,Take a moment to pinpoint an object in the distance and align your thumb over it. Which eye do you need to close to do so?,How many years have you been skateboarding,"In the last few years, how often do you skateboard?",What would your say your skateboarding expertise level is?,Gender:,Race (Mark ONLY one with which you MOST CLOSELY identify),Age,Ethnicity (Mark ONLY one with which you MOST CLOSELY identify):,Residence Locality (Mark ONLY one with which you CURRENTLY live),Identity Locality (Mark ONLY one with which you IDENTIFY as your home locality)
126,5/2/24 22:00:09,5/2/24 22:04:49,anonymous,,,,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always Right    ,Both Equally    ,Always Right    ,Always  Left,Neutral,I do not know,Strongly Agree,Strongly disagree,Agree,Strongly Agree,Always  Left,Always  Left,Always  Left,Always  Left,Always Right    ,Always  Left,Mostly Left    ,Left    ,Always  Left,11-20 years,Weekly,Advanced (I can occasionally land complex tricks),Man,White,21-25,Not Hispanic or Latino,North America;,North America;
127,5/2/24 22:34:59,5/2/24 22:38:04,anonymous,,,2/19/1997,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,Always  Left,I do not surf enough to know,Disagree,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Strongly disagree,Strongly Agree,Always  Left,Always Right    ,Always Right    ,Mostly Right    ,Always Right    ,Always Right    ,Always Right    ,Right    ,Always Right    ,3-5 years,Monthly,Novice (I can push around),Man,White,26-35,Not Hispanic or Latino,North America;,North America;
128,5/2/24 23:04:13,5/2/24 23:24:59,anonymous,,,6/1/1995,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Both Equally    ,Always Right    ,Mostly Right    ,Always Right    ,I do not surf enough to know,Agree,I do not know,Neutral,Strongly disagree,Neutral,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Left    ,Mostly Left    ,11-20 years,Daily,Sponsored/Pro (I regularly receive skateboard products for free from companies),Man,White,26-35,Unknown or not reported,North America;,North America;
129,5/2/24 23:36:03,5/2/24 23:54:29,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",I do not skateboard enough to know,Always  Left,Always  Left,I do not snowboard enough to know,I do not surf enough to know,Neutral,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Strongly disagree,Disagree,Always Right    ,Always Right    ,Mostly Right    ,Both Equally    ,Mostly Right    ,Always Right    ,Both Equally    ,Right    ,Always  Left,5-10 years,Weekly,Novice (I can push around),Man,American Indian or Alaska Native,21-25,Not Hispanic or Latino,North America;,North America;
130,5/3/24 0:00:22,5/3/24 0:06:39,anonymous,,,5/3/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,Always  Left,Always  Left,Disagree,I do not know,Strongly disagree,Strongly disagree,Agree,Disagree,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Mostly Left    ,Mostly Right    ,Always  Left,Neither,Mostly Left    ,20+ years,Every other week,Intermediate (I can occasionally land simple tricks),Man,White,46-55,Not Hispanic or Latino,North America;,North America;
131,5/2/24 23:52:13,5/3/24 0:20:04,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Mostly Left    ,Mostly Left    ,Always  Left,Mostly Left    ,Mostly Left    ,Neutral,Agree,Agree,Disagree,Disagree,Agree,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Mostly Left    ,Mostly Right    ,Both Equally    ,Right    ,Both Equally    ,11-20 years,Monthly,Advanced (I can occasionally land complex tricks),Man,White,26-35,Hispanic or Latino,North America;,North America;
132,5/3/24 1:27:17,5/3/24 1:31:02,anonymous,,,5/3/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Disagree,Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always  Left,Always Right    ,Always Right    ,Neither,Both Equally    ,5-10 years,Weekly,Advanced (I can occasionally land complex tricks),Man,White,21-25,Not Hispanic or Latino,North America;,North America;
133,5/3/24 1:46:00,5/3/24 1:50:56,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Mostly Left    ,Mostly Left    ,Always  Left,Mostly Left    ,Always  Left,Disagree,I do not know,Disagree,Strongly disagree,Agree,Agree,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Mostly Left    ,Mostly Left    ,Mostly Left    ,Left    ,Mostly Right    ,5-10 years,Weekly,Intermediate (I can occasionally land simple tricks),Man,White,36-45,Not Hispanic or Latino,North America;,North America;
134,5/3/24 1:55:03,5/3/24 2:04:12,anonymous,,,5/3/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,I do not skateboard enough to know,Always Right    ,I do not snowboard enough to know,I do not surf enough to know,Neutral,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Disagree,Agree,Always Right    ,Mostly Right    ,Both Equally    ,Mostly Right    ,Both Equally    ,Mostly Right    ,Mostly Left    ,Left    ,Always Right    ,1-2 years,Seasonal (summer),Novice (I can push around),Woman,White,21-25,Not Hispanic or Latino,Europe;,Europe;
135,5/3/24 2:12:23,5/3/24 2:15:44,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Neutral,I do not know,Neutral,Disagree,Agree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Mostly Right    ,Mostly Right    ,Always Right    ,Right    ,Mostly Left    ,20+ years,Every other week,Intermediate (I can occasionally land simple tricks),Man,White,46-55,Not Hispanic or Latino,North America;,North America;
136,5/3/24 2:45:10,5/3/24 2:55:11,anonymous,,,5/3/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Mostly Left    ,Always  Left,Both Equally    ,I do not surf enough to know,Neutral,I do not know,Neutral,Strongly disagree,Agree,Neutral,Always Right    ,Always Right    ,Mostly Right    ,Both Equally    ,Mostly Left    ,Mostly Left    ,Mostly Left    ,Neither,Both Equally    ,20+ years,Seasonal (summer),Advanced (I can occasionally land complex tricks),Man,White,56 and over,Not Hispanic or Latino,Europe;,Europe;
137,5/3/24 2:52:01,5/3/24 2:55:43,anonymous,,,5/3/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,I do not snowboard enough to know,I do not surf enough to know,Disagree,I do not know,Disagree,Strongly disagree,Strongly Agree,Strongly disagree,Always  Left,Mostly Left    ,Mostly Left    ,Both Equally    ,Both Equally    ,Mostly Right    ,Both Equally    ,Neither,Both Equally    ,5-10 years,Weekly,Intermediate (I can occasionally land simple tricks),Man,Asian,26-35,Not Hispanic or Latino,Asia;,North America;
138,5/3/24 3:13:39,5/3/24 3:20:27,anonymous,,,5/3/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,I do not snowboard enough to know,I do not surf enough to know,Neutral,I do not know,Disagree,Disagree,Strongly Agree,Strongly Agree,Always Right    ,Mostly Right    ,Always Right    ,Always Right    ,Mostly Left    ,Mostly Left    ,Mostly Right    ,Right    ,Always  Left,3-5 years,Every other week,Intermediate (I can occasionally land simple tricks),Non-binary,White,21-25,Not Hispanic or Latino,Europe;,Europe;
139,5/3/24 3:16:53,5/3/24 3:25:19,anonymous,,,5/3/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,Always Right    ,I do not surf enough to know,Agree,I do not know,Strongly Agree,Neutral,Agree,Agree,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Both Equally    ,Mostly Right    ,Mostly Right    ,Neither,Mostly Right    ,20+ years,Weekly,Expert (I can consistently land complex tricks),Man,White,46-55,Not Hispanic or Latino,North America;,North America;
140,5/3/24 3:42:43,5/3/24 3:48:02,anonymous,,,5/3/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,I do not snowboard enough to know,I do not surf enough to know,Strongly disagree,I do not know,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Mostly Right    ,Always Right    ,Always Right    ,Mostly Right    ,Both Equally    ,Both Equally    ,Always Right    ,Right    ,Always Right    ,3-5 years,Daily,Advanced (I can occasionally land complex tricks),Non-binary,White,26-35,Not Hispanic or Latino,Europe;,Europe;
141,5/3/24 3:49:10,5/3/24 3:52:41,anonymous,,,5/3/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Mostly Right    ,Always Right    ,Always Right    ,I do not snowboard enough to know,I do not surf enough to know,Disagree,I do not know,Agree,Strongly disagree,Agree,Neutral,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Mostly Left    ,Mostly Right    ,Both Equally    ,Right    ,Mostly Left    ,1-2 years,Every other week,Novice (I can push around),Woman,Asian,26-35,Not Hispanic or Latino,Europe;,Europe;
142,5/3/24 4:06:10,5/3/24 4:10:54,anonymous,,,5/3/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Both Equally    ,Mostly Right    ,Mostly Right    ,Mostly Right    ,Always Right    ,Agree,Strongly Agree,Neutral,Disagree,Neutral,Strongly Agree,Mostly Right    ,Mostly Right    ,Both Equally    ,Mostly Right    ,Both Equally    ,Both Equally    ,Both Equally    ,Neither,Both Equally    ,5-10 years,Weekly,Advanced (I can occasionally land complex tricks),Man,White,36-45,Not Hispanic or Latino,Europe;,Europe;
143,5/3/24 4:09:36,5/3/24 4:19:10,anonymous,,,5/3/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Both Equally    ,Always Right    ,Mostly Right    ,I do not surf enough to know,Agree,Disagree,I do not know the stance of my favorite skateboarder,Strongly disagree,Agree,Agree,Always  Left,Always  Left,Always  Left,Always  Left,Mostly Right    ,Mostly Right    ,Mostly Right    ,Right    ,Mostly Right    ,3-5 years,Weekly,Intermediate (I can occasionally land simple tricks),Non-binary,Unknown or not reported,20 and under,Not Hispanic or Latino,Europe;,Europe;
144,5/3/24 4:19:43,5/3/24 4:24:10,anonymous,,,5/3/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Disagree,I do not know,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always  Left,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Both Equally    ,Left    ,Mostly Left    ,1-2 years,Daily,Expert (I can consistently land complex tricks),Man,White,20 and under,Unknown or not reported,Europe;,Europe;
145,5/3/24 4:41:35,5/3/24 4:48:12,anonymous,,,5/3/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with left right foot (regular mongo stance)",Mostly Left    ,Always  Left,Always  Left,Always  Left,Always  Left,Strongly disagree,Disagree,Agree,Neutral,Disagree,Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Right    ,Mostly Left    ,20+ years,Monthly,Intermediate (I can occasionally land simple tricks),Man,White,46-55,Not Hispanic or Latino,Europe;,Europe;
146,5/3/24 5:07:29,5/3/24 5:15:19,anonymous,,,5/3/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Disagree,I do not know,Disagree,Strongly disagree,Agree,Agree,Always Right    ,Mostly Right    ,Mostly Right    ,Mostly Right    ,Mostly Left    ,Always Right    ,Both Equally    ,Right    ,Always Right    ,20+ years,Weekly,Expert (I can consistently land complex tricks),Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
147,5/3/24 5:14:24,5/3/24 5:21:20,anonymous,,,5/3/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Neutral,I do not know,Neutral,Strongly disagree,Neutral,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Both Equally    ,Mostly Right    ,Mostly Right    ,Left    ,Both Equally    ,20+ years,Yearly,Advanced (I can occasionally land complex tricks),Man,White,36-45,Not Hispanic or Latino,North America;,North America;
148,5/3/24 5:38:22,5/3/24 5:43:41,anonymous,,,5/3/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,I do not snowboard enough to know,I do not surf enough to know,Disagree,I do not know,Agree,Strongly disagree,Agree,Agree,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Both Equally    ,Mostly Right    ,Both Equally    ,Right    ,Always  Left,20+ years,Weekly,Advanced (I can occasionally land complex tricks),Man,White,36-45,Not Hispanic or Latino,Europe;,Europe;
